D1,D2,D3,Eta_arrivo_Italia,D7,D8,D9,D9b,D10,D11,D12,D20a,D23,D25,D26,D27a,D27b,D29,D32,D35a,D35b,D35c,D35d,D35e,D35f,D35g,D36
1,1962,1,37,450,2,2,2,2,1,3,5,1,3,2500,300,500,54,1500,1,1,1,2,1,2,2,1
1,1978,1,34,436,2,6,3,5,1,4,1,1,3,2400,300,550,48,1300,1,1,1,1,2,2,2,1
1,1983,1,24,436,2,2,2,4,1,3,3,1,5,1600,200,350,42,1400,1,1,2,2,2,2,2,1
2,1966,1,0,615,2,5,2,5,2,1,2,1,4,3000,200,200,48,1100,1,1,1,2,1,2,2,1
2,1981,1,28,243,1,6,3,5,2,3,0,98,2,1050,300,320,30,800,1,1,1,2,2,2,2,1
1,1994,1,10,419,1,3,2,5,3,3,0,98,1,1200,300,300,40,1200,1,1,1,1,2,2,2,1
1,1981,1,25,450,2,5,2,5,1,1,2,1,4,2300,200,200,48,1300,1,1,1,1,2,2,2,1
1,1988,1,19,450,2,2,,3,1,3,1,1,3,1450,150,150,45,1450,1,1,1,2,2,2,2,1
1,1982,1,17,450,2,3,2,4,1,3,2,1,4,1900,300,450,45,1500,1,1,1,2,1,2,2,1
1,1977,1,28,450,2,2,2,3,1,3,1,1,3,1600,150,150,40,1450,1,1,1,2,2,2,2,1
1,1971,1,24,450,2,1,,3,1,3,2,1,4,2450,250,350,40,1500,1,1,1,2,2,2,2,1
1,1980,1,31,423,2,3,2,4,2,4,1,1,1,1100,300,300,40,1100,1,2,1,2,2,2,2,1
1,1986,1,23,253,2,4,1,5,1,3,0,1,2,1300,200,200,40,1300,1,2,1,2,2,2,2,1
1,1976,1,31,436,2,5,2,4,1,3,2,1,4,1450,200,200,48,1300,1,2,1,2,2,2,2,1
2,1982,1,25,450,2,3,1,3,1,3,1,1,3,2100,150,250,40,1200,1,2,1,2,2,2,2,1
1,1983,1,22,436,2,5,2,3,1,3,1,1,3,2000,150,150,40,1100,1,2,1,2,2,2,2,1
2,1982,1,24,314,1,5,3,3,11,4,0,1,2,1000,50,100,15,600,1,2,2,2,2,2,2,2
1,1985,1,28,419,1,5,3,5,1,4,0,98,1,500,70,70,25,500,1,2,1,2,2,2,2,2
2,1983,1,21,314,1,3,3,2,11,4,2,98,3,300,100,100,10,300,1,1,2,2,2,2,2,1
1,1994,1,13,436,1,3,,5,1,3,0,98,4,1800,0,400,45,1200,1,2,2,2,2,2,2,2
1,1992,1,13,436,2,5,2,5,1,3,3,1,5,1800,200,200,40,1800,1,2,2,2,2,2,2,2
1,1983,1,15,436,2,5,,5,1,1,0,1,2,2000,0,0,40,1500,1,2,2,2,2,2,2,2
1,1972,1,31,436,2,5,2,5,1,3,2,1,4,1300,0,0,40,1300,1,1,1,2,1,2,2,2
1,1968,1,21,436,1,3,4,5,1,1,5,1,6,2000,300,400,40,1600,1,1,1,2,1,2,2,2
1,1976,1,30,436,2,6,2,4,1,3,3,1,5,2000,200,200,45,2000,2,2,2,2,2,2,2,2
1,1986,1,2,436,2,5,,5,1,1,3,1,5,3500,0,0,50,2500,1,2,1,2,2,2,2,2
1,1989,2,,436,2,3,,5,1,1,2,1,4,1800,0,0,40,1800,1,2,1,2,2,2,2,2
1,1974,1,30,436,2,6,2,5,1,3,2,1,5,1800,400,400,40,1800,1,2,2,2,2,2,2,2
1,1970,1,26,436,2,5,2,5,1,1,2,1,4,1500,0,0,50,1500,1,2,1,2,2,2,2,1
1,1980,1,27,351,2,3,3,3,1,3,2,1,1,700,200,200,40,700,2,2,2,2,2,2,2,2
2,1976,1,32,605,4,3,1,4,2,3,3,2,3,1900,100,100,35,700,1,2,2,2,2,2,2,1
1,1978,1,32,423,2,2,3,3,2,5,3,1,6,3000,300,450,40,1200,1,2,1,2,2,2,2,1
1,1969,1,44,517,2,2,3,3,2,4,3,1,5,2200,150,300,15,400,2,2,2,2,2,2,2,2
1,1949,1,51,243,1,6,1,2,3,2,0,98,1,1200,200,200,40,1200,1,2,2,2,2,2,2,1
1,1984,1,19,436,2,3,3,3,1,3,2,1,2,1600,0,0,20,600,1,2,2,2,1,1,2,2
2,1973,1,31,314,2,5,3,2,7,3,3,1,3,4000,200,500,60,1000,1,2,2,2,2,2,2,1
1,1974,1,26,314,2,5,4,2,7,3,2,1,4,3000,0,0,52,1400,1,1,1,1,2,2,2,2
1,1982,1,18,344,1,3,1,3,1,1,0,98,2,2000,0,300,40,850,1,1,1,2,2,2,2,1
1,1972,1,34,201,2,4,1,5,11,3,1,1,3,3200,200,200,50,2100,1,1,1,1,2,2,2,1
2,1975,1,26,201,2,5,1,4,1,1,2,1,4,3100,0,400,45,1200,1,1,1,1,1,2,2,1
1,1950,1,51,436,2,3,3,2,1,3,2,1,2,2400,0,300,42,1000,2,2,2,2,2,2,2,2
2,1962,1,36,243,2,5,,3,3,3,1,1,1,1400,0,300,54,1400,1,2,2,2,2,2,2,1
1,1985,1,5,201,1,5,1,5,2,1,1,2,4,3600,0,0,22,600,1,2,1,1,1,1,2,1
1,1968,1,32,250,2,5,1,4,2,1,2,1,3,2800,0,0,36,1300,1,1,1,1,1,1,2,1
2,1986,1,12,201,2,5,1,4,2,3,2,2,5,3000,0,0,38,980,1,1,2,1,1,2,2,1
1,1960,1,40,314,2,5,2,3,7,3,3,1,6,3000,0,0,42,1400,1,1,1,1,1,2,2,2
2,1960,1,44,314,2,5,3,3,7,3,4,1,6,3000,0,0,50,1000,1,2,2,2,2,2,2,1
2,1960,1,43,201,2,6,1,5,2,1,1,1,2,4000,800,800,50,2000,1,1,1,1,1,1,2,1
2,1977,1,25,314,2,5,3,3,11,3,2,1,4,2800,0,0,50,1800,1,2,1,1,2,2,2,2
2,1982,1,20,243,4,5,,4,3,1,1,2,4,2400,0,0,40,1300,1,1,1,1,1,1,2,1
1,1968,1,34,460,2,2,3,3,1,3,2,1,3,2000,0,300,42,1000,1,1,2,2,2,2,2,2
2,1979,1,23,243,1,5,1,3,3,5,2,2,2,3200,400,400,40,1380,1,1,2,1,1,2,2,1
1,1980,1,21,436,1,5,3,4,1,7,0,98,3,2200,0,0,32,800,1,1,1,1,2,2,2,2
1,1987,1,20,201,2,3,1,2,1,4,0,1,2,1200,400,400,40,1200,1,2,2,2,2,2,2,2
1,1985,1,28,201,1,3,3,3,1,5,0,98,6,3400,500,500,50,1300,1,2,2,2,2,2,2,2
1,1974,1,34,348,1,6,1,5,1,1,0,1,2,4800,0,300,40,3000,1,2,1,2,2,2,2,1
2,1980,1,24,254,4,6,2,5,3,2,1,2,3,2800,0,0,8,250,1,2,2,1,2,2,2,1
2,1982,1,25,243,2,6,2,3,3,4,2,1,4,3500,0,0,40,1500,1,1,2,2,2,2,2,2
1,1979,1,34,301,2,5,3,2,3,5,3,1,1,700,0,100,30,700,2,2,2,2,2,2,2,2
1,1975,1,24,244,2,4,2,4,2,2,2,1,4,2600,0,0,40,1800,1,2,2,2,2,2,2,2
2,1967,1,45,235,3,6,3,3,3,2,1,98,2,1600,0,50,40,1200,1,2,2,2,2,2,2,2
1,1984,1,24,235,2,5,3,4,3,2,1,1,5,2800,100,100,40,1750,1,2,2,2,2,2,2,2
1,1969,1,35,235,2,4,,4,3,2,3,1,3,1800,100,150,40,1300,1,2,2,2,2,2,2,2
2,1968,1,39,235,4,6,1,4,3,2,1,98,2,1500,0,100,40,1500,1,1,1,1,1,2,2,1
2,1974,1,41,244,4,6,2,2,2,2,1,98,1,1000,0,200,40,1000,2,2,2,2,2,2,2,2
1,1972,1,27,243,2,5,2,4,3,1,2,1,4,2600,0,150,40,1600,1,2,2,2,2,2,2,1
1,1983,1,26,311,2,3,4,3,7,4,0,1,2,1200,0,0,50,1000,1,2,1,2,2,2,2,2
1,1976,1,25,301,1,6,2,4,1,4,0,98,1,1100,0,0,40,1100,2,2,2,2,2,2,2,2
1,1987,1,20,436,1,3,3,4,1,5,0,98,1,900,0,100,40,900,1,2,2,2,2,2,2,2
1,1990,1,20,419,1,3,1,4,1,7,0,98,1,600,0,0,20,600,2,2,2,2,2,2,2,2
1,1993,1,20,401,1,3,3,4,1,4,0,98,2,800,0,0,35,500,2,2,2,2,2,2,2,2
1,1989,1,25,450,1,3,3,2,1,8,0,98,1,400,0,0,20,400,2,2,2,2,2,2,2,2
2,1970,1,30,248,2,6,2,4,3,2,0,2,2,1000,0,0,30,900,1,2,1,1,2,2,2,1
2,1970,1,46,256,4,6,,2,3,8,1,98,1,800,0,400,25,800,2,2,2,2,2,2,2,2
1,1978,1,21,409,4,2,1,5,1,1,0,98,1,1000,0,100,40,1000,1,1,1,2,1,2,2,1
1,1980,1,27,344,1,3,3,3,1,5,0,98,1,1000,0,0,45,1000,2,1,1,2,2,2,2,2
2,1970,1,39,243,1,6,2,3,3,5,2,1,4,2500,0,0,40,900,1,2,1,2,1,2,2,1
2,1983,1,22,516,2,5,3,4,2,1,1,1,3,2200,0,0,40,900,1,2,1,2,1,2,2,2
1,1989,1,23,453,1,3,3,3,1,4,0,98,1,800,0,0,50,800,2,2,2,2,2,2,2,2
1,1994,1,18,201,1,3,3,4,3,4,0,98,1,1400,200,200,50,1400,1,1,2,2,2,2,2,2
1,1989,1,10,615,1,2,2,4,2,1,0,1,1,1000,0,0,40,1000,1,1,2,2,2,2,2,2
1,1981,1,29,605,1,3,2,3,2,4,0,98,1,1200,200,200,70,1200,2,1,2,2,2,2,2,2
1,1991,1,20,436,1,3,3,4,1,4,0,98,1,1000,0,0,40,1000,2,2,2,2,2,2,2,2
1,1991,1,20,314,1,5,2,4,7,3,0,98,1,900,0,0,40,900,1,2,2,2,2,2,2,2
1,1974,1,24,344,2,5,2,4,1,1,2,1,4,2000,0,0,50,2000,1,2,1,2,2,2,2,1
1,1970,1,35,344,2,3,2,4,1,5,0,1,2,1300,0,300,50,1300,1,2,1,2,2,2,2,2
1,1972,1,30,436,2,4,2,4,1,3,1,1,2,1500,0,300,40,1500,1,1,2,2,2,2,2,2
2,1987,1,20,314,1,5,3,4,5,3,0,98,1,800,0,0,40,800,1,2,1,2,2,2,2,1
2,1984,1,22,615,2,5,1,4,2,3,1,1,3,2500,0,0,45,1300,1,2,1,2,1,2,2,1
1,1981,1,23,436,2,5,3,3,1,3,2,1,4,1200,0,0,40,1200,1,2,2,2,2,2,2,2
1,1965,1,34,201,2,3,,4,1,1,2,1,4,2500,0,0,40,1500,1,2,2,2,2,2,2,2
2,1985,1,15,311,2,5,,5,7,1,0,1,2,1200,0,0,20,500,1,2,2,2,2,2,2,2
2,1975,1,30,233,4,4,1,4,2,2,0,98,1,1100,200,200,40,1100,1,2,1,2,2,2,2,1
2,1953,1,52,209,3,6,3,4,5,2,1,98,1,900,0,300,38,900,1,2,1,2,2,2,2,1
1,1979,1,27,201,1,3,3,5,1,4,0,98,1,800,0,0,20,800,1,2,2,2,2,2,2,2
1,1978,1,28,460,1,3,,3,1,5,0,98,3,1000,0,0,30,700,2,1,2,2,2,2,2,2
1,1985,1,24,201,2,3,1,5,3,3,1,1,3,1500,0,0,40,1500,2,2,2,2,2,2,2,2
2,1979,1,28,436,2,3,1,4,1,4,1,1,3,1200,0,0,20,400,1,1,1,2,2,2,2,2
1,1979,1,22,305,2,4,3,4,1,3,1,1,3,2000,0,0,40,2000,1,1,2,2,2,2,2,1
1,1950,1,48,450,2,2,2,4,1,3,6,1,6,1300,0,0,40,1300,1,2,1,2,2,2,2,1
1,1971,1,22,418,2,6,1,5,5,3,2,1,4,1100,0,0,40,1100,1,1,2,2,2,2,2,1
1,1975,1,31,450,2,4,2,5,1,3,2,1,4,2100,0,50,40,1400,1,1,1,2,2,2,2,2
1,1978,1,23,344,2,3,2,4,1,3,1,1,3,1200,0,0,40,1200,2,2,2,2,2,2,2,2
1,1968,1,40,302,2,6,1,5,1,3,4,1,6,2500,0,0,40,2500,2,2,2,2,2,2,2,2
2,1986,1,15,201,1,6,1,5,1,3,0,2,2,3000,0,0,36,1400,1,2,1,1,2,2,2,1
2,1986,1,25,605,2,3,2,3,2,4,1,2,3,2600,100,100,20,700,2,2,2,2,2,2,2,2
2,1975,1,33,436,2,4,1,5,1,3,0,1,1,1300,400,400,54,1300,1,1,1,2,2,2,2,2
2,1982,1,21,443,2,4,1,5,2,3,3,1,5,1600,0,0,20,700,1,2,1,2,2,2,2,1
1,1980,1,26,254,2,6,3,5,3,3,3,1,5,1600,200,200,48,1500,1,2,1,2,2,2,2,2
2,1950,1,66,254,2,6,2,3,3,4,2,1,1,1000,800,800,54,1000,2,2,2,2,2,2,2,2
1,1962,1,36,305,2,4,1,4,1,1,2,1,4,1300,0,0,40,1300,2,2,2,2,2,2,2,2
1,1976,1,23,201,2,3,3,5,3,3,2,1,4,1600,0,0,40,1600,2,2,2,2,2,2,2,2
1,1970,1,36,243,2,3,2,3,3,3,2,1,4,3000,0,0,45,1800,2,2,2,2,2,2,2,2
